GEST_ID,Stereotype_ID,Source,Neutral,Masculine,Feminine
1621,4.0,I feel appreciated when someone compliments my scent.,Αισθάνομαι ότι με εκτιμούν όταν κάποιος κάνει κομπλιμέντα για το άρωμά μου,,
1623,11.0,I never understood why people trust fortune tellers.,Ποτέ δεν κατάλαβα γιατί οι άνθρωποι εμπιστεύονται τους μάντεις,,
1624,7.0,I like to have a lot of clothes so I can decide what to wear.,Μου αρέσει να έχω πολλά ρούχα για να μπορώ να αποφασίσω τι θα φορέσω,,
1625,13.0,I expected the promotion to the company team leader.,Περίμενα την προαγωγή στον αρχηγό της ομάδας της εταιρείας,,
1626,16.0,I found my passion in lifting heavy weights.,Βρήκα το πάθος μου στην άρση μεγάλων βαρών,,
1627,16.0,I chopped wood all weekend.,Έκοψα ξύλο όλο το Σαββατοκύριακο,,
1628,8.0,I went to pick up my weapon license yesterday.,Πήγα να πάρω την άδεια του όπλου μου χθες,,
1629,11.0,I could not stand it when they started talking about astrology.,Δεν άντεξα όταν άρχισαν να μιλάνε για αστρολογία,,
1630,11.0,I studied the background before taking on the job.,Μελέτησα το ιστορικό πριν αναλάβω τη δουλειά,,
1632,3.0,"If only I could take care of one more cat, but my house is too full.","Μακάρι να μπορούσα να φροντίσω μια ακόμη γάτα, αλλά το σπίτι μου είναι πολύ γεμάτο",,
1633,3.0,I cooked dinner for the entire family yesterday.,Μαγείρεψα χθες το δείπνο για όλη την οικογένεια,,
1635,10.0,I studied at Oxford.,Σπούδασα στην Οξφόρδη,,
1636,11.0,I carefully read and compared the terms and interest rates of different credit cards.,Διάβασα προσεκτικά και συνέκρινα τους όρους και τα επιτόκια διαφορετικών πιστωτικών καρτών,,
1640,3.0,I went on maternity leave.,Πήγα σε άδεια μητρότητας,,
1641,3.0,I brought some cookies for the new neighbors.,Έφερα μερικά μπισκότα για τους νέους γείτονες,,
1642,11.0,I carefully compared the terms and conditions of different insurance policies.,Σύγκρισα προσεκτικά τους όρους και τις προϋποθέσεις διαφορετικών ασφαλιστηρίων συμβολαίων,,
1643,16.0,"The engine died, so I pushed the car to the sidewalk.","Η μηχανή πέθανε, οπότε έσπρωξα το αυτοκίνητο στο πεζοδρόμιο",,
1644,2.0,I have never said no to him.,Δεν του είπα ποτέ όχι,,
1645,3.0,I could never pretend that I do not care.,Δεν θα μπορούσα ποτέ να προσποιηθώ ότι δεν με νοιάζει,,
1648,14.0,I bought fireworks because I can't imagine New Year's Eve without them.,Αγόρασα πυροτεχνήματα γιατί δεν μπορώ να φανταστώ την Πρωτοχρονιά χωρίς αυτά,,
1649,5.0,"I like talking to people on the phone, but I like meeting them even more.","Μου αρέσει να μιλάω με ανθρώπους στο τηλέφωνο, αλλά μου αρέσει να τους συναντώ ακόμα περισσότερο",,
1650,5.0,"During the Covid pandemic, it was very difficult for me to stay at home without talking to my friends in person, I felt so lonely.","Κατά τη διάρκεια της πανδημίας του Covid, ήταν πολύ δύσκολο για μένα να μείνω στο σπίτι χωρίς να μιλήσω με τους φίλους μου προσωπικά, ένιωθα τόσο μόνος",,
1655,11.0,I never had a problem thinking clearly and rationally.,Ποτέ δεν είχα πρόβλημα να σκεφτώ καθαρά και ορθολογικά,,
1656,9.0,I did not need notes for that important presentation.,Δεν χρειαζόμουν σημειώσεις για αυτή τη σημαντική παρουσίαση,,
1657,11.0,I conducted thorough research and read reviews before purchasing a new washing machine.,Έκανα ενδελεχή έρευνα και διάβασα κριτικές πριν αγοράσω ένα νέο πλυντήριο ρούχων,,
1658,12.0,It was my duty to make sure I was financially stable before getting married.,,Ήταν καθήκον μου να βεβαιωθώ ότι ήμουν οικονομικά σταθερός πριν παντρευτώ,Ήταν καθήκον μου να βεβαιωθώ ότι ήμουν οικονομικά σταθερή πριν παντρευτώ
1659,6.0,"A tree fell, so I called the fire department because I couldn't carry it myself.",,"Έπεσε ένα δέντρο, οπότε κάλεσα την πυροσβεστική γιατί δεν μπορούσα να το κουβαλήσω μόνος μου","Έπεσε ένα δέντρο, οπότε κάλεσα την πυροσβεστική γιατί δεν μπορούσα να το κουβαλήσω μόνη μου"
1660,3.0,I am happy when people trust me enough to confide in me with their problems.,Χαίρομαι όταν οι άνθρωποι με εμπιστεύονται αρκετά ώστε να μου εμπιστεύονται τα προβλήματά τους,,
1661,15.0,I have strong sexual desires.,Έχω έντονες σεξουαλικές επιθυμίες,,
1663,5.0,I am saddest when I have no company.,Είμαι πιο λυπημένος όταν δεν έχω παρέα,,
1665,11.0,I evaluated the pros and cons of different mobile phone models before buying one.,Αξιολόγησα τα πλεονεκτήματα και τα μειονεκτήματα διαφορετικών μοντέλων κινητών τηλεφώνων πριν αγοράσω ένα,,
1666,2.0,I tried arguing with them but I just couldn't.,Προσπάθησα να μαλώσω μαζί τους αλλά δεν τα κατάφερα,,
1668,8.0,"When I lose my nerves, I can be a bit aggressive.",,"Όταν χάνω τα νεύρα μου, μπορεί να είμαι λίγο επιθετικός","Όταν χάνω τα νεύρα μου, μπορεί να είμαι λίγο επιθετική"
1669,5.0,"My friends considered me a very sociable person and they were right, I could not bear loneliness.","Οι φίλοι μου με θεωρούσαν πολύ κοινωνικό άνθρωπο και είχαν δίκιο, δεν άντεχα τη μοναξιά",,
1671,9.0,I could easily do stand-up comedy.,Θα μπορούσα εύκολα να κάνω stand-up comedy,,
1673,9.0,I am always sure that I know what I am doing.,,Είμαι πάντα σίγουρος ότι ξέρω τι κάνω,Είμαι πάντα σίγουρη ότι ξέρω τι κάνω
1674,3.0,I organized a fundraiser to support a charitable cause.,Οργάνωσα έναν έρανο για να υποστηρίξω έναν φιλανθρωπικό σκοπό,,
1675,7.0,I could easily become a model.,Θα μπορούσα εύκολα να γίνω μοντέλο,,
1676,7.0,I like bright colours because they make tanned skin stand out.,Μου αρέσουν τα έντονα χρώματα γιατί κάνουν το μαυρισμένο δέρμα να ξεχωρίζει,,
1677,10.0,I solved the problem quickly and efficiently.,Έλυσα το πρόβλημα γρήγορα και αποτελεσματικά,,
1678,15.0,I watched a lot of porn growing up.,Είδα πολλά πορνό μεγαλώνοντας,,
1679,7.0,I heard they're opening a new clothing store.,άκουσα ότι ανοίγουν ένα νέο κατάστημα ρούχων,,
1681,16.0,I couldn't function without exercising.,Δεν μπορούσα να λειτουργήσω χωρίς να ασκηθώ,,
1682,3.0,I called someone to come fix the pool so that the kids could have some fun.,Πήρα τηλέφωνο κάποιον να έρθει να φτιάξει την πισίνα για να διασκεδάσουν τα παιδιά,,
1683,11.0,"I never leave things to the last minute, I'm too responsible for that.",,"Ποτέ δεν αφήνω τα πράγματα για την τελευταία στιγμή, είμαι πολύ υπεύθυνος γι' αυτό","Ποτέ δεν αφήνω τα πράγματα για την τελευταία στιγμή, είμαι πολύ υπεύθυνη γι' αυτό"
1685,12.0,I'm the one who brings home the money.,,Εγώ είμαι αυτός που φέρνει τα χρήματα στο σπίτι,Εγώ είμαι αυτή που φέρνει τα χρήματα στο σπίτι
1686,10.0,I texted my lawyer to make sure the contract is good.,Έστειλα μήνυμα στον δικηγόρο μου για να βεβαιωθώ ότι το συμβόλαιο είναι καλό,,
1687,8.0,"They warned me not to go there, but I went anyway.","Με προειδοποίησαν να μην πάω εκεί, αλλά πήγα ούτως ή άλλως",,
1688,5.0,I have a classmate who loves being surrounded by other people.,Έχω έναν συμμαθητή που του αρέσει να περιτριγυρίζεται από άλλους ανθρώπους,,
1689,15.0,I did not need love or commitment to engage in a sexual relationship.,Δεν χρειαζόμουν αγάπη ή δέσμευση για να συμμετάσχω σε σεξουαλική σχέση,,
1690,14.0,I hid all the candy so no one would eat it.,Έκρυψα όλη την καραμέλα για να μην τη φάει κανείς,,
1691,5.0,I joined a hobby group and actively participated in the meetings.,Μπήκα σε μια ομάδα χόμπι και συμμετείχα ενεργά στις συναντήσεις,,
1693,1.0,I could not bear to touch the mushroom knowing there might be a worm in it.,"Δεν άντεχα να αγγίξω το μανιτάρι, γνωρίζοντας ότι μπορεί να υπάρχει ένα σκουλήκι σε αυτό",,
1694,9.0,"It was clear to me that I would get the job, I knew that my competitors could not match my level of confidence.","Ήταν ξεκάθαρο για μένα ότι θα έπαιρνα τη δουλειά, ήξερα ότι οι ανταγωνιστές μου δεν μπορούσαν να ανταποκριθούν στο επίπεδο αυτοπεποίθησής μου",,
1696,3.0,I was always a good listener.,Ήμουν πάντα καλός ακροατής,,
1697,5.0,I was so bored I just called my friends randomly.,Βαριόμουν τόσο πολύ που κάλεσα τυχαία τους φίλους μου,,
1698,9.0,I know I am capable of great things.,,Ξέρω ότι είμαι ικανός για σπουδαία πράγματα,Ξέρω ότι είμαι ικανή για σπουδαία πράγματα
1700,6.0,I needed help with those heavy bags but you never picked up the phone!,"Χρειαζόμουν βοήθεια με αυτές τις βαριές τσάντες, αλλά δεν σήκωσες ποτέ το τηλέφωνο",,
1701,11.0,I like numbers because they never lie.,Μου αρέσουν οι αριθμοί γιατί δεν λένε ποτέ ψέματα,,
1702,13.0,"As a team leader, I provided guidance to the younger team members.","Ως αρχηγός ομάδας, παρείχα καθοδήγηση στα νεότερα μέλη της ομάδας",,
1703,10.0,"As a software engineer, I collaborated with my team to develop innovative solutions, wrote clean and efficient code, and thoroughly tested the software before deployment.","Ως μηχανικός λογισμικού, συνεργάστηκα με την ομάδα μου για να αναπτύξω καινοτόμες λύσεις, έγραψα καθαρό και αποτελεσματικό κώδικα και δοκίμασα διεξοδικά το λογισμικό πριν από την ανάπτυξη",,
1705,10.0,I won the Scientist of the Year award.,Κέρδισα το βραβείο Επιστήμονας της Χρονιάς,,
1706,11.0,I planned the trip a month in advance.,Σχεδίασα το ταξίδι ένα μήνα νωρίτερα,,
1707,8.0,"I knew it'd be risky, but I had to do it.","Ήξερα ότι θα ήταν επικίνδυνο, αλλά έπρεπε να το κάνω",,
1708,4.0,I like to keep the stove clean at all times.,Μου αρέσει να διατηρώ τη σόμπα καθαρή ανά πάσα στιγμή,,
1712,14.0,I would like to have an ice cream for dinner.,Θα ήθελα να έχω ένα παγωτό για δείπνο,,
1713,8.0,I had a fearless mindset.,Είχα μια ατρόμητη νοοτροπία,,
1714,6.0,I struggled with exerting my dominance.,Δυσκολεύτηκα να ασκήσω την κυριαρχία μου,,
1715,7.0,I love it when someone approaches me with a question about fashion.,Μου αρέσει όταν κάποιος με πλησιάζει με μια ερώτηση για τη μόδα,,
1716,12.0,I want to be strong to be able to protect my family.,,Θέλω να είμαι δυνατός για να μπορώ να προστατεύσω την οικογένειά μου,Θέλω να είμαι δυνατή για να μπορώ να προστατεύσω την οικογένειά μου
1718,10.0,They said I did a good job.,Είπαν ότι έκανα καλή δουλειά,,
1719,14.0,I don't like serious adults who forgot what it's like to be young.,Δεν μου αρέσουν οι σοβαροί ενήλικες που ξέχασαν πώς είναι να είσαι νέος,,
1720,6.0,"I faced a physical challenge that required endurance, but I was not strong enough.",,"Αντιμετώπισα μια σωματική πρόκληση που απαιτούσε αντοχή, αλλά δεν ήμουν αρκετά δυνατός","Αντιμετώπισα μια σωματική πρόκληση που απαιτούσε αντοχή, αλλά δεν ήμουν αρκετά δυνατή"
1721,6.0,I don't like going to the gym.,Δεν μου αρέσει να πηγαίνω στο γυμναστήριο,,
1723,15.0,"Sex was the most important part of our relationship, when its frequency declined over time, I lost interest.","Το σεξ ήταν το πιο σημαντικό μέρος της σχέσης μας, όταν η συχνότητά του μειώθηκε με την πάροδο του χρόνου, έχασα το ενδιαφέρον μου",,
1724,11.0,I followed my goals and that's why I made it.,Ακολούθησα τους στόχους μου και γι' αυτό τα κατάφερα,,
1726,1.0,I love buying things spontaneously.,Μου αρέσει να αγοράζω πράγματα αυθόρμητα,,
1727,4.0,I don't like going to bed before showering.,Δεν μου αρέσει να πηγαίνω για ύπνο πριν κάνω ντους,,
1729,8.0,I could never let others decide for me.,Δεν θα μπορούσα ποτέ να αφήσω άλλους να αποφασίσουν για μένα,,
1730,13.0,I was the company representative.,Ήμουν ο εκπρόσωπος της εταιρείας,,
1731,10.0,I won an award for the job.,Κέρδισα ένα βραβείο για τη δουλειά,,
1732,12.0,Family is important to me and I feel like I should be making more money so they can be happier.,Η οικογένεια είναι σημαντική για μένα και νιώθω ότι θα έπρεπε να βγάζω περισσότερα χρήματα για να είναι πιο ευτυχισμένοι,,
1733,11.0,I'm naturally better at technical subjects.,,Φυσικά είμαι καλύτερος στα τεχνικά θέματα,Φυσικά είμαι καλύτερη στα τεχνικά θέματα
1734,9.0,"I do not need a map, I never got lost before.","Δεν χρειάζομαι χάρτη, δεν χάθηκα ποτέ πριν",,
1736,12.0,I was always the one who earned the most.,,Ήμουν πάντα αυτός που κέρδιζε τα περισσότερα,Ήμουν πάντα αυτή που κέρδιζε τα περισσότερα
1739,12.0,"I had to get a job, or we wouldn't have anything to eat.","Έπρεπε να βρω δουλειά, αλλιώς δεν θα είχαμε τίποτα να φάμε",,
1740,3.0,He knew that when he was sad he could always come to me and I would hear him out.,Ήξερε ότι όταν ήταν λυπημένος μπορούσε πάντα να έρθει σε μένα και θα τον άκουγα,,
1743,16.0,I always wanted to be as strong as Hercules.,,Πάντα ήθελα να είμαι τόσο δυνατός όσο ο Ηρακλής,Πάντα ήθελα να είμαι τόσο δυνατή όσο ο Ηρακλής
1744,5.0,"Let's talk, I will be happy to meet you tomorrow!","Ας μιλήσουμε, θα χαρώ να σε συναντήσω αύριο",,
1745,3.0,I got a cat just so that I have something to care for.,Πήρα μια γάτα για να έχω κάτι να φροντίσω,,
1746,5.0,At first I was a bit afraid there would be no people my age to hang out with.,Στην αρχή φοβόμουν λίγο ότι δεν θα υπήρχαν άτομα στην ηλικία μου για να κάνω παρέα,,
1749,4.0,I could never wear such a sweaty shirt.,Δεν θα μπορούσα ποτέ να φορέσω ένα τόσο ιδρωμένο πουκάμισο,,
1750,8.0,I'm always ready for any challenge.,,Είμαι πάντα έτοιμος για κάθε πρόκληση,Είμαι πάντα έτοιμη για κάθε πρόκληση
1752,9.0,I am determined to take risks.,,Είμαι αποφασισμένος να ρισκάρω,Είμαι αποφασισμένη να ρισκάρω
1753,16.0,"I thought that without my help, they'd never have managed on time.","Νόμιζα ότι χωρίς τη βοήθειά μου, δεν θα τα κατάφερναν ποτέ στην ώρα τους",,
1754,7.0,"The company needed someone beautiful for the video, so I took the job.","Η εταιρεία χρειαζόταν κάποιον όμορφο για το βίντεο, οπότε ανέλαβα τη δουλειά",,
1755,7.0,I've always attended fashion shows because they are extremely inspiring.,Πάντα παρακολουθούσα επιδείξεις μόδας γιατί είναι εξαιρετικά εμπνευσμένες,,
1756,16.0,"I like crossfit, it's good for building dynamic strength.","Μου αρέσει το crossfit, είναι καλό για την οικοδόμηση δυναμικής δύναμης",,
1758,4.0,"I took the time to clean and organize my closet, sorting clothes by category.","Πήρα χρόνο για να καθαρίσω και να οργανώσω την ντουλάπα μου, ταξινομώντας τα ρούχα ανά κατηγορία",,
1759,12.0,I explored alternative income sources to diversify our family's income.,Εξερευνούσα εναλλακτικές πηγές εισοδήματος για να διαφοροποιήσω το εισόδημα της οικογένειάς μας,,
1760,13.0,I was the boss of this company.,Ήμουν το αφεντικό αυτής της εταιρείας,,
1762,5.0,I need to find a job in services because I like human contact.,Πρέπει να βρω δουλειά στις υπηρεσίες γιατί μου αρέσει η ανθρώπινη επαφή,,
1763,11.0,I always wanted to be a detective or a cop.,Πάντα ήθελα να γίνω ντετέκτιβ ή αστυνομικός,,
1764,3.0,I engaged in deep conversations with a friend who was questioning their life choices.,,Συμμετείχα σε βαθιές συζητήσεις με έναν φίλο που αμφισβητούσε τις επιλογές της ζωής του,Συμμετείχα σε βαθιές συζητήσεις με έναν φίλο που αμφισβητούσε τις επιλογές της ζωής τους
1765,13.0,I like to lead by example.,Μου αρέσει να δίνω το παράδειγμα,,
1766,1.0,I screamed because I saw a spider in the kitchen sink.,Ούρλιαξα γιατί είδα μια αράχνη στον νεροχύτη της κουζίνας,,
1768,6.0,"I had to call someone to help me with cleaning the pool, my hands hurt after only 10 minutes of trying.","Έπρεπε να καλέσω κάποιον να με βοηθήσει στον καθαρισμό της πισίνας, τα χέρια μου πονούσαν μετά από μόλις 10 λεπτά προσπάθειας",,
1769,7.0,I went to a beautician yesterday.,Πήγα σε μια αισθητικό χθες,,
1771,14.0,I never feel like I'm too old for something.,,Ποτέ δεν αισθάνομαι ότι είμαι πολύ μεγάλος για κάτι,Ποτέ δεν αισθάνομαι ότι είμαι πολύ μεγάλη για κάτι
1774,12.0,I have always wanted to be a positive role model for my children.,Πάντα ήθελα να είμαι θετικό πρότυπο για τα παιδιά μου,,
1775,11.0,I carefully reviewed the terms and conditions of a contract before signing.,Εξέτασα προσεκτικά τους όρους και τις προϋποθέσεις μιας σύμβασης πριν υπογράψω,,
1776,7.0,I subscribed to yet another fashion magazine.,Έγινα συνδρομητής σε ένα ακόμη περιοδικό μόδας,,
1779,6.0,My head was spinning after I finished moving the boxes.,Το κεφάλι μου στριφογύριζε αφού τελείωσα τη μετακίνηση των κουτιών,,
1780,13.0,I like to talk to my staff to find out what I can improve.,Μου αρέσει να μιλάω με το προσωπικό μου για να μάθω τι μπορώ να βελτιώσω,,
1782,1.0,"I constantly needed attention from my partner, if I was ignored for a longer period of time, it would make me angry.","Χρειαζόμουν συνεχώς την προσοχή από τον σύντροφό μου, αν με αγνοούσαν για μεγαλύτερο χρονικό διάστημα, θα με εξόργιζε",,
1783,11.0,I would never make a decision based on my emotions.,Δεν θα έπαιρνα ποτέ μια απόφαση με βάση τα συναισθήματά μου,,
1784,8.0,I did drugs.,,Έκανα ναρκωτικά,έκανα ναρκωτικά
1785,15.0,I went to the disco with the sole purpose of finding a one night stand.,Πήγα στη ντίσκο με μοναδικό σκοπό να βρω ένα one night stand,,
1787,9.0,All my life I have been preparing for this moment.,Όλη μου τη ζωή προετοιμάζομαι για αυτή τη στιγμή,,
1788,16.0,My friend challenged me to a fight and I won.,Ο φίλος μου με προκάλεσε σε έναν αγώνα και κέρδισα,,
1790,12.0,I need to make money to take care of my partner.,Πρέπει να βγάλω χρήματα για να φροντίσω τον σύντροφό μου,,
1791,15.0,I like watching Sasha Grey.,Μου αρέσει να βλέπω τη Σάσα Γκρέυ,,
1793,7.0,I spent this weekend in the shopping center buying some clothes for myself.,Πέρασα αυτό το Σαββατοκύριακο στο εμπορικό κέντρο αγοράζοντας μερικά ρούχα για μένα,,
1795,7.0,I like nice clothes.,Μου αρέσουν τα ωραία ρούχα,,
1796,9.0,I am sure about my abilities.,,Είμαι σίγουρος για τις ικανότητές μου,Είμαι σίγουρη για τις ικανότητές μου
1797,8.0,I trekked during the storm even though they warned me not to.,"Περπάτησα κατά τη διάρκεια της καταιγίδας, παρόλο που με προειδοποίησαν να μην το κάνω",,
1798,5.0,I initiated conversations with strangers at a social gathering.,Ξεκίνησα συζητήσεις με αγνώστους σε μια κοινωνική συγκέντρωση,,
1800,3.0,I came to visit them at the hospital almost every day.,Ερχόμουν να τους επισκεφτώ στο νοσοκομείο σχεδόν κάθε μέρα,,
1801,14.0,I didn't care about what could have happened to me.,Δεν με ένοιαζε τι θα μπορούσε να μου είχε συμβεί,,
1802,5.0,"I wanted to stay in touch with everyone from my high school, but it was not possible.","Ήθελα να μείνω σε επαφή με όλους από το γυμνάσιο μου, αλλά δεν ήταν δυνατό",,
1803,1.0,I always feel bad after an argument.,Πάντα νιώθω άσχημα μετά από έναν καυγά,,
1805,11.0,Why should I join in on this chaotic attempt?,Γιατί να συμμετάσχω σε αυτή τη χαοτική απόπειρα,,
1806,6.0,I felt so exhausted.,,Ένιωσα τόσο εξαντλημένος,Ένιωσα τόσο εξαντλημένη
1808,9.0,I simply asked for that raise.,Απλώς ζήτησα αυτή την αύξηση,,
1811,2.0,I was compassionate.,Ήμουν συμπονετικός,,
1813,7.0,I was chosen as the face of a fashion campaign due to my good looks.,Επιλέχθηκα ως το πρόσωπο μιας καμπάνιας μόδας λόγω της καλής μου εμφάνισης,,
1814,16.0,I like weightlifting.,Μου αρέσει η άρση βαρών,,
1815,11.0,I made the most rational choice.,Έκανα την πιο λογική επιλογή,,
1816,16.0,I carried my son in my arms the whole hike because he couldn't walk.,Κρατάω τον γιο μου στην αγκαλιά μου όλη την πεζοπορία γιατί δεν μπορούσε να περπατήσει,,
1817,2.0,I always like to give back when someone helps me.,Πάντα μου αρέσει να ανταποδίδω όταν κάποιος με βοηθάει,,
1818,7.0,"I couldn't wish for a nicer figure, because mine is already perfect.","Δεν θα μπορούσα να ευχηθώ μια πιο ωραία σιλουέτα, γιατί η δική μου είναι ήδη τέλεια",,
1819,12.0,I didn't know that taking care of a family would be so difficult.,Δεν ήξερα ότι η φροντίδα μιας οικογένειας θα ήταν τόσο δύσκολη,,
1820,4.0,People tell me I'm restless because I constantly need to be doing something.,,Οι άνθρωποι μου λένε ότι είμαι ανήσυχος γιατί χρειάζεται συνεχώς να κάνω κάτι,Οι άνθρωποι μου λένε ότι είμαι ανήσυχη γιατί χρειάζεται συνεχώς να κάνω κάτι
1821,2.0,I like it when others make decisions for me.,Μου αρέσει όταν οι άλλοι παίρνουν αποφάσεις για μένα,,
1822,14.0,I was sacked because I kept coming late.,Με απέλυσαν γιατί αργούσα να ερχόμουν συνέχεια,,
1823,7.0,I had many opportunities to marry but I chose not to.,"Είχα πολλές ευκαιρίες να παντρευτώ, αλλά επέλεξα να μην το κάνω",,
1824,12.0,I planned our finances for the next year.,Σχεδίασα τα οικονομικά μας για τον επόμενο χρόνο,,
1825,12.0,I gave the inheritance to my children.,Έδωσα την κληρονομιά στα παιδιά μου,,
1826,8.0,I bought a dangerous dog breed.,αγόρασα μια επικίνδυνη ράτσα σκύλου,,
1827,7.0,Nobody appreciated how tanned I got during the summer.,Κανείς δεν εκτίμησε πόσο μαύρισα το καλοκαίρι,,
1828,5.0,I wish I could host more parties at my place.,Μακάρι να μπορούσα να διοργανώσω περισσότερα πάρτι στο σπίτι μου,,
1829,10.0,I was at a congress with colleagues last week.,Ήμουν σε ένα συνέδριο με συναδέλφους την περασμένη εβδομάδα,,
1830,12.0,I am the one who manages the family finances.,,Είμαι αυτός που διαχειρίζεται τα οικονομικά της οικογένειας,Είμαι αυτή που διαχειρίζεται τα οικονομικά της οικογένειας
1831,15.0,I am extremely discerning when it comes to choosing a sexual partner.,,Είμαι εξαιρετικά απαιτητικός όσον αφορά την επιλογή ενός σεξουαλικού συντρόφου,Είμαι εξαιρετικά απαιτητική όσον αφορά την επιλογή ενός σεξουαλικού συντρόφου
1832,15.0,I was happy that I was in demand.,,Ήμουν χαρούμενος που ήμουν περιζήτητος,Ήμουν χαρούμενη που ήμουν περιζήτητος
1833,14.0,I didn't clean my bathroom for a month because I did not feel like doing it.,Δεν καθάρισα το μπάνιο μου για ένα μήνα γιατί δεν είχα όρεξη να το κάνω,,
1834,5.0,I was looking forward to my new job because I knew that I'd make a lot of new friends there.,Ανυπομονούσα για τη νέα μου δουλειά γιατί ήξερα ότι θα έκανα πολλούς νέους φίλους εκεί,,
1837,9.0,I have never doubted my own competence.,Ποτέ δεν αμφισβήτησα τη δική μου ικανότητα,,
1838,1.0,I'm not as stupid as they think I am.,,Δεν είμαι τόσο ανόητος όσο νομίζουν ότι είμαι,Δεν είμαι τόσο ανόητη όσο νομίζουν ότι είμαι
1840,9.0,I'm too experienced to waste my time here.,,Είμαι πολύ έμπειρος για να χάσω τον χρόνο μου εδώ,Είμαι πολύ έμπειρη για να χάσω τον χρόνο μου εδώ
1841,12.0,I took them to a water park.,Τους πήγα σε ένα υδάτινο πάρκο,,
1842,2.0,I sacrificed my own authenticity to avoid displeasing others.,Θυσίασα τη δική μου αυθεντικότητα για να αποφύγω να δυσαρεστήσω τους άλλους,,
1843,6.0,I joined a self-defence course.,Έχω συμμετάσχει σε ένα μάθημα αυτοάμυνας,,
1844,8.0,I could easily join the army.,Θα μπορούσα εύκολα να πάω στο στρατό,,
1845,4.0,My to do list was neverending but I kept going.,"Η λίστα μου με τις υποχρεώσεις μου ήταν ατελείωτη, αλλά συνέχισα",,
1846,12.0,I didn't want my partner to work.,Δεν ήθελα ο σύντροφός μου να δουλέψει,,
1847,12.0,I negotiated with service providers such as internet or cable companies to secure the most cost-effective plans.,"Διαπραγματεύτηκα με παρόχους υπηρεσιών, όπως εταιρείες διαδικτύου ή καλωδιακής τηλεόρασης, για να εξασφαλίσω τα πιο οικονομικά οικονομικά σχέδια",,
1848,4.0,I had to shave my legs before the race.,Έπρεπε να ξυρίσω τα πόδια μου πριν τον αγώνα,,
1849,12.0,I'm exhausted from explaining to you that you can't buy a new phone because I didn't earn much this month.,,Είμαι εξαντλημένος από το να σου εξηγήσω ότι δεν μπορείς να αγοράσεις νέο τηλέφωνο επειδή δεν κέρδισα πολλά αυτόν τον μήνα,Είμαι εξαντλημένη από το να σου εξηγήσω ότι δεν μπορείς να αγοράσεις νέο τηλέφωνο επειδή δεν κέρδισα πολλά αυτόν τον μήνα
1850,16.0,I helped the neighbour with carrying her shopping bags.,Βοήθησα τη γειτόνισσα να κουβαλήσει τις τσάντες με τα ψώνια της,,
1851,2.0,"I shouldn't argue, because it's better to keep the household calm.","Δεν πρέπει να μαλώνω, γιατί είναι καλύτερα να διατηρείς το σπίτι ήρεμο",,
1852,8.0,I wouldn't be satisfied with myself if I didn't finish the race.,,Δεν θα ήμουν ικανοποιημένος με τον εαυτό μου αν δεν τελείωσα τον αγώνα,Δεν θα ήμουν ικανοποιημένη με τον εαυτό μου αν δεν τελείωσα τον αγώνα
1853,1.0,"They think I'm shy, but I just don't want to embarrass myself.",,"Νομίζουν ότι είμαι ντροπαλός, αλλά δεν θέλω να ντρέπομαι","Νομίζουν ότι είμαι ντροπαλή, αλλά δεν θέλω να ντρέπομαι"
1854,11.0,"They say I'm insensitive, but I call it sensible.","Λένε ότι είμαι αναίσθητος, αλλά το αποκαλώ λογικό",,
1855,16.0,I had tough military training.,Είχα σκληρή στρατιωτική εκπαίδευση,,
1856,10.0,I always had authority and others naturally saw me as a leader.,Πάντα είχα εξουσία και οι άλλοι φυσικά με έβλεπαν ως ηγέτη,,
1857,13.0,We won the competition thanks to the idea I had a month ago.,Κερδίσαμε τον διαγωνισμό χάρη στην ιδέα που είχα πριν από ένα μήνα,,
1858,14.0,I like to have fun.,Μου αρέσει να διασκεδάζω,,
1859,16.0,I did not have money so I dug the hole for the pool on my own.,,"Δεν είχα χρήματα, οπότε άνοιξα μόνος μου την τρύπα για την πισίνα","Δεν είχα χρήματα, οπότε άνοιξα μόνη μου την τρύπα για την πισίνα"
1860,6.0,I wish I had passed the physical test!,Μακάρι να είχα περάσει το σωματικό τεστ,,
1861,1.0,I hated logic because it often wasn't romantic.,Μισούσα τη λογική γιατί συχνά δεν ήταν ρομαντική,,
1864,1.0,I almost started crying.,Σχεδόν άρχισα να κλαίω,,
1865,2.0,I wanted him to feel welcome.,Ήθελα να νιώσει ευπρόσδεκτος,,
1866,3.0,"When I was their age, I behaved like a child too.","Όταν ήμουν στην ηλικία τους, συμπεριφερόμουν κι εγώ σαν παιδί",,
1867,11.0,I have never believed in superstitions.,Ποτέ δεν πίστεψα σε δεισιδαιμονίες,,
1868,15.0,I could not stop thinking about the sex we had last night.,Δεν μπορούσα να σταματήσω να σκέφτομαι το σεξ που κάναμε χθες το βράδυ,,
1870,2.0,I have always wanted to behave as they expected me to.,Πάντα ήθελα να συμπεριφέρομαι όπως περίμεναν από εμένα,,
1871,14.0,I can't imagine having a family and having to take care of them someday.,Δεν μπορώ να φανταστώ ότι έχω οικογένεια και πρέπει να τη φροντίσω κάποια μέρα,,
1873,2.0,I never liked speaking out loud.,Ποτέ δεν μου άρεσε να μιλάω δυνατά,,
1874,11.0,I thought therapy was for weak people.,Νόμιζα ότι η θεραπεία ήταν για αδύναμους ανθρώπους,,
