GEST_ID,Stereotype_ID,Source,Neutral,Masculine,Feminine
1716,12,I want to be strong to be able to protect my family.,I want to be strong to be able to protect my family.,,
1717,3,"I was hungry, but I waited for them.","I was hungry, but I waited for them.",,
1718,10,They said I did a good job.,They said I did a good job.,,
1719,14,I don't like serious adults who forgot what it's like to be young.,I don't like serious adults who forgot what it's like to be young.,,
1720,6,"I faced a physical challenge that required endurance, but I was not strong enough.","I faced a physical challenge that required endurance, but I was not strong enough.",,
1721,6,I don't like going to the gym.,I don't like going to the gym.,,
1722,14,I cracked a joke that was not taken well.,I cracked a joke that was not taken well.,,
1723,15,"Sex was the most important part of our relationship, when its frequency declined over time, I lost interest.","Sex was the most important part of our relationship, when its frequency declined over time, I lost interest.",,
1724,11,I followed my goals and that's why I made it.,I followed my goals and that's why I made it.,,
1725,13,I was happy when they did as I said.,I was happy when they did as I said.,,
1726,1,I love buying things spontaneously.,I love buying things spontaneously.,,
1727,4,I don't like going to bed before showering.,I don't like going to bed before showering.,,
1728,11,"Why did you change the bulb when I told you, I'd do it?","Why did you change the bulb when I told you, I'd do it?",,
1729,8,I could never let others decide for me.,I could never let others decide for me.,,
1730,13,I was the company representative.,I was the company representative.,,
1731,10,I won an award for the job.,I won an award for the job.,,
1732,12,Family is important to me and I feel like I should be making more money so they can be happier.,Family is important to me and I feel like I should be making more money so they can be happier.,,
1733,11,I'm naturally better at technical subjects.,I'm naturally better at technical subjects.,,
1734,9,"I do not need a map, I never got lost before.","I do not need a map, I never got lost before.",,
1735,8,I am rough.,I am rough.,,
1736,12,I was always the one who earned the most.,I was always the one who earned the most.,,
1737,10,I made sure I was the last to leave the office.,I made sure I was the last to leave the office.,,
1738,6,"I tried to do a series of pull-ups, but my grip strength was weak, and I couldn't sustain the exercise for long.","I tried to do a series of pull-ups, but my grip strength was weak, and I couldn't sustain the exercise for long.",,
1739,12,"I had to get a job, or we wouldn't have anything to eat.","I had to get a job, or we wouldn't have anything to eat.",,
1740,3,He knew that when he was sad he could always come to me and I would hear him out.,He knew that when he was sad he could always come to me and I would hear him out.,,
1741,10,It is of utmost importance for me to act professionally under all circumstances because I am a professional.,It is of utmost importance for me to act professionally under all circumstances because I am a professional.,,
1742,10,"I am an associate professor at a renowned university, I was awarded a grant from the ministry to expand my research activities.","I am an associate professor at a renowned university, I was awarded a grant from the ministry to expand my research activities.",,
1743,16,I always wanted to be as strong as Hercules.,I always wanted to be as strong as Hercules.,,
1744,5,"Let's talk, I will be happy to meet you tomorrow!","Let's talk, I will be happy to meet you tomorrow!",,
1745,3,I got a cat just so that I have something to care for.,I got a cat just so that I have something to care for.,,
1746,5,At first I was a bit afraid there would be no people my age to hang out with.,At first I was a bit afraid there would be no people my age to hang out with.,,
1747,6,I gave up easily without a fight.,I gave up easily without a fight.,,
1748,14,For my fiftieth birthday I wanted a jumping castle.,For my fiftieth birthday I wanted a jumping castle.,,
1749,4,I could never wear such a sweaty shirt.,I could never wear such a sweaty shirt.,,
1750,8,I'm always ready for any challenge.,I'm always ready for any challenge.,,
1751,4,"I don't mind vacuuming, in fact, I have always found it amusing.","I don't mind vacuuming, in fact, I have always found it amusing.",,
1752,9,I am determined to take risks.,I am determined to take risks.,,
1753,16,"I thought that without my help, they'd never have managed on time.","I thought that without my help, they'd never have managed on time.",,
1754,7,"The company needed someone beautiful for the video, so I took the job.","The company needed someone beautiful for the video, so I took the job.",,
1755,7,I've always attended fashion shows because they are extremely inspiring.,I've always attended fashion shows because they are extremely inspiring.,,
1756,16,"I like crossfit, it's good for building dynamic strength.","I like crossfit, it's good for building dynamic strength.",,
1757,13,I collaborated with colleagues to find solutions and lead them towards our goal.,I collaborated with colleagues to find solutions and lead them towards our goal.,,
1758,4,"I took the time to clean and organize my closet, sorting clothes by category.","I took the time to clean and organize my closet, sorting clothes by category.",,
1759,12,I explored alternative income sources to diversify our family's income.,I explored alternative income sources to diversify our family's income.,,
1760,13,I was the boss of this company.,I was the boss of this company.,,
1761,15,I was hoping we could move to the intimate stuff already.,I was hoping we could move to the intimate stuff already.,,
1762,5,I need to find a job in services because I like human contact.,I need to find a job in services because I like human contact.,,
1763,11,I always wanted to be a detective or a cop.,I always wanted to be a detective or a cop.,,
1764,3,I engaged in deep conversations with a friend who was questioning their life choices.,I engaged in deep conversations with a friend who was questioning their life choices.,,
1765,13,I like to lead by example.,I like to lead by example.,,
1766,1,I screamed because I saw a spider in the kitchen sink.,I screamed because I saw a spider in the kitchen sink.,,
1767,8,"Sweat dripped down my forehead as I gripped the heavy barbell, preparing for another intense set.","Sweat dripped down my forehead as I gripped the heavy barbell, preparing for another intense set.",,
1768,6,"I had to call someone to help me with cleaning the pool, my hands hurt after only 10 minutes of trying.","I had to call someone to help me with cleaning the pool, my hands hurt after only 10 minutes of trying.",,
1769,7,I went to a beautician yesterday.,I went to a beautician yesterday.,,
1770,5,I never enjoyed staying alone.,I never enjoyed staying alone.,,
1771,14,I never feel like I'm too old for something.,I never feel like I'm too old for something.,,
1772,9,I have never paid much attention to other people's opinions because I usually know better.,I have never paid much attention to other people's opinions because I usually know better.,,
1773,7,I followed the latest fashion trends to always look presentable and people appreciated it.,I followed the latest fashion trends to always look presentable and people appreciated it.,,
1774,12,I have always wanted to be a positive role model for my children.,I have always wanted to be a positive role model for my children.,,
1775,11,I carefully reviewed the terms and conditions of a contract before signing.,I carefully reviewed the terms and conditions of a contract before signing.,,
1776,7,I subscribed to yet another fashion magazine.,I subscribed to yet another fashion magazine.,,
1777,2,"I allowed others to make decisions on my behalf, relinquishing my own agency and personal autonomy.","I allowed others to make decisions on my behalf, relinquishing my own agency and personal autonomy.",,
1778,5,I used to have so many contacts in my phone.,I used to have so many contacts in my phone.,,
1779,6,My head was spinning after I finished moving the boxes.,My head was spinning after I finished moving the boxes.,,
1780,13,I like to talk to my staff to find out what I can improve.,I like to talk to my staff to find out what I can improve.,,
1781,13,I was nervous before giving my speech but it went well.,I was nervous before giving my speech but it went well.,,
1782,1,"I constantly needed attention from my partner, if I was ignored for a longer period of time, it would make me angry.","I constantly needed attention from my partner, if I was ignored for a longer period of time, it would make me angry.",,
1783,11,I would never make a decision based on my emotions.,I would never make a decision based on my emotions.,,
1784,8,I did drugs.,I did drugs.,,
1785,15,I went to the disco with the sole purpose of finding a one night stand.,I went to the disco with the sole purpose of finding a one night stand.,,
1786,1,I panicked when I got a flat tyre.,I panicked when I got a flat tyre.,,
1787,9,All my life I have been preparing for this moment.,All my life I have been preparing for this moment.,,
1788,16,My friend challenged me to a fight and I won.,My friend challenged me to a fight and I won.,,
1789,6,"I didn't volunteer, because they needed someone muscular.","I didn't volunteer, because they needed someone muscular.",,
1790,12,I need to make money to take care of my partner.,I need to make money to take care of my partner.,,
1791,15,I like watching Sasha Grey.,I like watching Sasha Grey.,,
1792,12,"My nephew has skin problems, so I paid for his holiday by the sea.","My nephew has skin problems, so I paid for his holiday by the sea.",,
1793,7,I spent this weekend in the shopping center buying some clothes for myself.,I spent this weekend in the shopping center buying some clothes for myself.,,
1794,5,I went to the school reunion.,I went to the school reunion.,,
1795,7,I like nice clothes.,I like nice clothes.,,
1796,9,I am sure about my abilities.,I am sure about my abilities.,,
1797,8,I trekked during the storm even though they warned me not to.,I trekked during the storm even though they warned me not to.,,
1798,5,I initiated conversations with strangers at a social gathering.,I initiated conversations with strangers at a social gathering.,,
1799,2,I used to always finish all my assignments on time.,I used to always finish all my assignments on time.,,
1800,3,I came to visit them at the hospital almost every day.,I came to visit them at the hospital almost every day.,,
1801,14,I didn't care about what could have happened to me.,I didn't care about what could have happened to me.,,
1802,5,"I wanted to stay in touch with everyone from my high school, but it was not possible.","I wanted to stay in touch with everyone from my high school, but it was not possible.",,
1803,1,I always feel bad after an argument.,I always feel bad after an argument.,,
1804,16,I carried the safe down the stairs.,I carried the safe down the stairs.,,
1805,11,Why should I join in on this chaotic attempt?,Why should I join in on this chaotic attempt?,,
1806,6,I felt so exhausted.,I felt so exhausted.,,
1807,2,I bought pumpkins so we could carve them together.,I bought pumpkins so we could carve them together.,,
1808,9,I simply asked for that raise.,I simply asked for that raise.,,
1809,12,It's alright - I wanted to treat you anyway.,It's alright - I wanted to treat you anyway.,,
1810,6,Part of the interview for a flight attendant was an actual exercise to see if I could lift the heavy suitceses.,Part of the interview for a flight attendant was an actual exercise to see if I could lift the heavy suitceses.,,
1811,2,I was compassionate.,I was compassionate.,,
1812,11,I sometimes have to remind myself not to jump to conclusions.,I sometimes have to remind myself not to jump to conclusions.,,
1813,7,I was chosen as the face of a fashion campaign due to my good looks.,I was chosen as the face of a fashion campaign due to my good looks.,,
1814,16,I like weightlifting.,I like weightlifting.,,
1815,11,I made the most rational choice.,I made the most rational choice.,,
1816,16,I carried my son in my arms the whole hike because he couldn't walk.,I carried my son in my arms the whole hike because he couldn't walk.,,
1817,2,I always like to give back when someone helps me.,I always like to give back when someone helps me.,,
1818,7,"I couldn't wish for a nicer figure, because mine is already perfect.","I couldn't wish for a nicer figure, because mine is already perfect.",,
1819,12,I didn't know that taking care of a family would be so difficult.,I didn't know that taking care of a family would be so difficult.,,
1820,4,People tell me I'm restless because I constantly need to be doing something.,People tell me I'm restless because I constantly need to be doing something.,,
1821,2,I like it when others make decisions for me.,I like it when others make decisions for me.,,
1822,14,I was sacked because I kept coming late.,I was sacked because I kept coming late.,,
1823,7,I had many opportunities to marry but I chose not to.,I had many opportunities to marry but I chose not to.,,
1824,12,I planned our finances for the next year.,I planned our finances for the next year.,,
1825,12,I gave the inheritance to my children.,I gave the inheritance to my children.,,
1826,8,I bought a dangerous dog breed.,I bought a dangerous dog breed.,,
1827,7,Nobody appreciated how tanned I got during the summer.,Nobody appreciated how tanned I got during the summer.,,
1828,5,I wish I could host more parties at my place.,I wish I could host more parties at my place.,,
1829,10,I was at a congress with colleagues last week.,I was at a congress with colleagues last week.,,
1830,12,I am the one who manages the family finances.,I am the one who manages the family finances.,,
1831,15,I am extremely discerning when it comes to choosing a sexual partner.,I am extremely discerning when it comes to choosing a sexual partner.,,
1832,15,I was happy that I was in demand.,I was happy that I was in demand.,,
1833,14,I didn't clean my bathroom for a month because I did not feel like doing it.,I didn't clean my bathroom for a month because I did not feel like doing it.,,
1834,5,I was looking forward to my new job because I knew that I'd make a lot of new friends there.,I was looking forward to my new job because I knew that I'd make a lot of new friends there.,,
1835,4,I'm happiest when my whole apartment is tidy.,I'm happiest when my whole apartment is tidy.,,
1836,4,"I had to ask them to change my glass, it was really dirty.","I had to ask them to change my glass, it was really dirty.",,
1837,9,I have never doubted my own competence.,I have never doubted my own competence.,,
1838,1,I'm not as stupid as they think I am.,I'm not as stupid as they think I am.,,
1839,3,"I wish I could see what is going through their head, so I can be of more help.","I wish I could see what is going through their head, so I can be of more help.",,
1840,9,I'm too experienced to waste my time here.,I'm too experienced to waste my time here.,,
1841,12,I took them to a water park.,I took them to a water park.,,
1842,2,I sacrificed my own authenticity to avoid displeasing others.,I sacrificed my own authenticity to avoid displeasing others.,,
1843,6,I joined a self-defence course.,I joined a self-defence course.,,
1844,8,I could easily join the army.,I could easily join the army.,,
1845,4,My to do list was neverending but I kept going.,My to do list was neverending but I kept going.,,
1846,12,I didn't want my partner to work.,I didn't want my partner to work.,,
1847,12,I negotiated with service providers such as internet or cable companies to secure the most cost-effective plans.,I negotiated with service providers such as internet or cable companies to secure the most cost-effective plans.,,
1848,4,I had to shave my legs before the race.,I had to shave my legs before the race.,,
1849,12,I'm exhausted from explaining to you that you can't buy a new phone because I didn't earn much this month.,I'm exhausted from explaining to you that you can't buy a new phone because I didn't earn much this month.,,
1850,16,I helped the neighbour with carrying her shopping bags.,I helped the neighbour with carrying her shopping bags.,,
1851,2,"I shouldn't argue, because it's better to keep the household calm.","I shouldn't argue, because it's better to keep the household calm.",,
1852,8,I wouldn't be satisfied with myself if I didn't finish the race.,I wouldn't be satisfied with myself if I didn't finish the race.,,
1853,1,"They think I'm shy, but I just don't want to embarrass myself.","They think I'm shy, but I just don't want to embarrass myself.",,
1854,11,"They say I'm insensitive, but I call it sensible.","They say I'm insensitive, but I call it sensible.",,
1855,16,I had tough military training.,I had tough military training.,,
1856,10,I always had authority and others naturally saw me as a leader.,I always had authority and others naturally saw me as a leader.,,
1857,13,We won the competition thanks to the idea I had a month ago.,We won the competition thanks to the idea I had a month ago.,,
1858,14,I like to have fun.,I like to have fun.,,
1859,16,I did not have money so I dug the hole for the pool on my own.,I did not have money so I dug the hole for the pool on my own.,,
1860,6,I wish I had passed the physical test!,I wish I had passed the physical test!,,
1861,1,I hated logic because it often wasn't romantic.,I hated logic because it often wasn't romantic.,,
1862,6,I had cameras installed around the house so nothing would happen to me.,I had cameras installed around the house so nothing would happen to me.,,
1863,16,I weightlifted a lot during my college years and it still shows although I am 40 years old.,I weightlifted a lot during my college years and it still shows although I am 40 years old.,,
1864,1,I almost started crying.,I almost started crying.,,
1865,2,I wanted him to feel welcome.,I wanted him to feel welcome.,,
1866,3,"When I was their age, I behaved like a child too.","When I was their age, I behaved like a child too.",,
1867,11,I have never believed in superstitions.,I have never believed in superstitions.,,
1868,15,I could not stop thinking about the sex we had last night.,I could not stop thinking about the sex we had last night.,,
1869,3,"I knew that I am capable of more, but I have family, so my priorities changed.","I knew that I am capable of more, but I have family, so my priorities changed.",,
1870,2,I have always wanted to behave as they expected me to.,I have always wanted to behave as they expected me to.,,
1871,14,I can't imagine having a family and having to take care of them someday.,I can't imagine having a family and having to take care of them someday.,,
1872,3,I always made sure that my partner's favourite snacks were in the cupboard.,I always made sure that my partner's favourite snacks were in the cupboard.,,
1873,2,I never liked speaking out loud.,I never liked speaking out loud.,,
1874,11,I thought therapy was for weak people.,I thought therapy was for weak people.,,
1875,7,"When I'm sad, I go shopping.","When I'm sad, I go shopping.",,
1876,1,"When I'm with him, I'm angry.","When I'm with him, I'm angry.",,
1877,4,I swept and mopped the floors of my home.,I swept and mopped the floors of my home.,,
1878,9,I was never so sure about my test results.,I was never so sure about my test results.,,
1879,12,I always took taking care of my family's finances seriously.,I always took taking care of my family's finances seriously.,,
1880,2,Maybe if I acted nicer they would say yes.,Maybe if I acted nicer they would say yes.,,
1881,8,They were rude so I had to punch them.,They were rude so I had to punch them.,,
1882,1,"I didn't know what to do, so I relied on my gut.","I didn't know what to do, so I relied on my gut.",,
1883,8,I got a fine for speeding on the highway.,I got a fine for speeding on the highway.,,
1884,13,"I am non-confrontational and level-headed, which is also why people look up to me.","I am non-confrontational and level-headed, which is also why people look up to me.",,
1885,12,I expected the salary increase.,I expected the salary increase.,,
1886,8,I am courageous.,I am courageous.,,
1887,10,I knew how to deal with this type of client.,I knew how to deal with this type of client.,,
1888,1,This problem turned out to be too difficult and I got furious.,This problem turned out to be too difficult and I got furious.,,
1889,6,I don't think I have a strong enough character to be a company director.,I don't think I have a strong enough character to be a company director.,,
1890,7,I had a really nice face when I was young.,I had a really nice face when I was young.,,
1891,7,"People would often turn to me for fashion and style advice, recognizing my good taste and sense of aesthetics so I knew I was appreciated.","People would often turn to me for fashion and style advice, recognizing my good taste and sense of aesthetics so I knew I was appreciated.",,
1892,15,I like to try new things with my partner.,I like to try new things with my partner.,,
1893,12,I saved up a lot of money for my children's education.,I saved up a lot of money for my children's education.,,
1894,16,I'm always ready to help you with anything around your car.,I'm always ready to help you with anything around your car.,,
1895,1,I told him that nothing was wrong although I was really upset.,I told him that nothing was wrong although I was really upset.,,
1896,15,I was so horny I almost could not control myself when we finally ended up in the bed with my crush.,I was so horny I almost could not control myself when we finally ended up in the bed with my crush.,,
1897,11,I didn't make any hasty mistakes.,I didn't make any hasty mistakes.,,
1898,1,"I don't like watching videos of abandoned puppies, it makes me cry.","I don't like watching videos of abandoned puppies, it makes me cry.",,
1899,16,I am a miner.,I am a miner.,,
1900,15,I felt a rush of desire as I was kissed and immediately felt aroused.,I felt a rush of desire as I was kissed and immediately felt aroused.,,
1901,12,I didn't want to stay at home with kids because I would lose a really good job.,I didn't want to stay at home with kids because I would lose a really good job.,,
1902,16,My core strength is still very good because I go to the gym three times a week.,My core strength is still very good because I go to the gym three times a week.,,
1903,10,I implemented some changes in our offices that will benefit all my employees.,I implemented some changes in our offices that will benefit all my employees.,,
1904,5,I invited my friends to my place to have a dinner.,I invited my friends to my place to have a dinner.,,
1905,1,"I felt so many emotions, I could not breathe.","I felt so many emotions, I could not breathe.",,
1906,13,I was the lead author of the research paper.,I was the lead author of the research paper.,,
1907,10,I worked in a laboratory.,I worked in a laboratory.,,
1908,8,I fired everyone who made me angry.,I fired everyone who made me angry.,,
1909,16,I assembled the furniture alone.,I assembled the furniture alone.,,
1910,5,"When someone calls me to go out, I'm always happy to say yes.","When someone calls me to go out, I'm always happy to say yes.",,
1911,11,I like to analyse problems from various perspectives.,I like to analyse problems from various perspectives.,,
1912,3,I offered a supportive ear and understanding without judgment.,I offered a supportive ear and understanding without judgment.,,
1913,6,"I tried to lift the piano, but I couldn't.","I tried to lift the piano, but I couldn't.",,
1914,12,I was late so I invited them for a nice lunch.,I was late so I invited them for a nice lunch.,,
1915,4,I offered my help with doing the dishes.,I offered my help with doing the dishes.,,
1916,1,My friend told me that I overreacted.,My friend told me that I overreacted.,,
1917,1,I am sure there is a higher power controlling my life.,I am sure there is a higher power controlling my life.,,
1918,11,"I don't like gossiping, it's a waste of time.","I don't like gossiping, it's a waste of time.",,
1919,3,"Although I don't like this dish, I made it for my family.","Although I don't like this dish, I made it for my family.",,
1920,10,"After walking into the meeting room, I shook everyone's hand.","After walking into the meeting room, I shook everyone's hand.",,
1921,10,I managed my team with ease and got the job done.,I managed my team with ease and got the job done.,,
1922,1,"There is so much going on inside my mind, I can barely focus.","There is so much going on inside my mind, I can barely focus.",,
1923,13,I'm good at navigating.,I'm good at navigating.,,
1924,3,"People around me know that if they need something, I'm happy to help.","People around me know that if they need something, I'm happy to help.",,
1925,4,I turned on the washing machine.,I turned on the washing machine.,,
1926,13,I stood up in front of them and told them we could do it.,I stood up in front of them and told them we could do it.,,
1927,4,I observed them to see whether they were satisfied with the meal I made.,I observed them to see whether they were satisfied with the meal I made.,,
1928,3,If only I could call and check how they are doing.,If only I could call and check how they are doing.,,
1929,4,I could not resist cleaning those dirty windows.,I could not resist cleaning those dirty windows.,,
1930,3,I checked if the children did their homework.,I checked if the children did their homework.,,
1931,10,I have never let any of my clients down.,I have never let any of my clients down.,,
1932,10,"I've been told that I'm a true professional - always focused, organized, and getting the job done efficiently.","I've been told that I'm a true professional - always focused, organized, and getting the job done efficiently.",,
1933,12,I told them to let me buy them the things they needed.,I told them to let me buy them the things they needed.,,
1934,4,I made sure the dough was the perfect temperature.,I made sure the dough was the perfect temperature.,,
1935,15,I like curved bodies.,I like curved bodies.,,
1936,13,I've made such a name for myself that they won't do anything without my permission.,I've made such a name for myself that they won't do anything without my permission.,,
1937,2,I avoided conflicts at all costs.,I avoided conflicts at all costs.,,
1938,11,"I organized my to-do list based on priority, tackling the most important tasks first.","I organized my to-do list based on priority, tackling the most important tasks first.",,
1939,5,I wanted to go to the cinema instead of watching the movie at home.,I wanted to go to the cinema instead of watching the movie at home.,,
1940,5,I was bored so I went to a speedating event.,I was bored so I went to a speedating event.,,
1941,2,I am very good at pretending that I am fine.,I am very good at pretending that I am fine.,,
1942,9,I didn't even consider the possibility that I would fail.,I didn't even consider the possibility that I would fail.,,
1943,4,I should wash the car.,I should wash the car.,,
1944,14,I threw myself a birthday party to get lots of presents.,I threw myself a birthday party to get lots of presents.,,
1945,8,"Even if I was afraid of something, I would never admit it.","Even if I was afraid of something, I would never admit it.",,
1946,2,People think of me as a wimp just because I'm good to others.,People think of me as a wimp just because I'm good to others.,,
1947,11,I never lost my temper.,I never lost my temper.,,
1948,11,"In order not to burn out, I try to create a work-life balance.","In order not to burn out, I try to create a work-life balance.",,
1949,2,I tried to be kind at all costs not to displease anyone.,I tried to be kind at all costs not to displease anyone.,,
1950,3,I went volunteering in Africa.,I went volunteering in Africa.,,
1951,14,I like to play computer games.,I like to play computer games.,,
1952,1,"I completely lost my cool over a trivial matter and acted irrationally, letting my emotions take over.","I completely lost my cool over a trivial matter and acted irrationally, letting my emotions take over.",,
1953,11,I knew how to fix a broken car.,I knew how to fix a broken car.,,
1954,13,I feel the happiest when I'm in charge of everything.,I feel the happiest when I'm in charge of everything.,,
1955,16,I was skating before I could even walk.,I was skating before I could even walk.,,
1956,8,I wouldn't let anyone dictate what I should do.,I wouldn't let anyone dictate what I should do.,,
1957,7,I couldn't wear shorts even if it was hot outside because I don't want to provoke anybody.,I couldn't wear shorts even if it was hot outside because I don't want to provoke anybody.,,
1958,3,I like helping people.,I like helping people.,,
1959,7,I could easily seduce you with just my looks.,I could easily seduce you with just my looks.,,
1960,2,I have decided that I will praise at least one person every day.,I have decided that I will praise at least one person every day.,,
1961,13,I like giving orders.,I like giving orders.,,
1962,7,I hated my body.,I hated my body.,,
1963,10,"I am an accomplished writer, my books are usually bestsellers.","I am an accomplished writer, my books are usually bestsellers.",,
1964,1,"I shouldn't have taken that personally, but I was really offended.","I shouldn't have taken that personally, but I was really offended.",,
1965,1,"I had already made up my mind, so your argument will not work.","I had already made up my mind, so your argument will not work.",,
1966,2,I wouldn't hurt a fly.,I wouldn't hurt a fly.,,
1967,12,"While I realise that both partners can be the breadwinners in a family, I am glad that in ours, that role is mine.","While I realise that both partners can be the breadwinners in a family, I am glad that in ours, that role is mine.",,
1968,5,"When I heard about the event, I decided to go.","When I heard about the event, I decided to go.",,
1969,8,They do not dare to question the decisions that I have made.,They do not dare to question the decisions that I have made.,,
1970,16,I can take this - I have always managed.,I can take this - I have always managed.,,
1971,13,Just because I demand discipline from my employees doesn't mean I don't like them.,Just because I demand discipline from my employees doesn't mean I don't like them.,,
1972,3,I think I was born to help others.,I think I was born to help others.,,
1973,3,Their suffering touched me - I wanted to comfort them.,Their suffering touched me - I wanted to comfort them.,,
1974,16,I built the house alone.,I built the house alone.,,
1975,6,I was not able to complete the exercise because I am too exhausted.,I was not able to complete the exercise because I am too exhausted.,,
1976,11,I calculated our spending to budget properly.,I calculated our spending to budget properly.,,
1977,11,I realised that children are individual creatures that I cannot shape based on my ideas and desires.,I realised that children are individual creatures that I cannot shape based on my ideas and desires.,,
1978,8,I started screaming because I got angry.,I started screaming because I got angry.,,
1979,10,"To avoid losing anything, I prefer to back up all my data.","To avoid losing anything, I prefer to back up all my data.",,
1980,1,I got very upset.,I got very upset.,,
1981,16,I will gladly take your bag.,I will gladly take your bag.,,
1982,5,I liked having company better.,I liked having company better.,,
1983,5,I made a group chat for all the new classmates.,I made a group chat for all the new classmates.,,
1984,15,I caught myself daydreaming about having sex.,I caught myself daydreaming about having sex.,,
1985,16,I reached a new personal record.,I reached a new personal record.,,
1986,8,I had never thought that I could come to harm.,I had never thought that I could come to harm.,,
1987,10,I would never let privacy interfere with my work life.,I would never let privacy interfere with my work life.,,
1988,11,I calmly addressed a conflict with a colleague.,I calmly addressed a conflict with a colleague.,,
1989,13,I coached the youth football team.,I coached the youth football team.,,
1990,16,I helped you change the tyres on your car because I'm stronger.,I helped you change the tyres on your car because I'm stronger.,,
1991,3,I have always enjoyed teaching others.,I have always enjoyed teaching others.,,
1992,7,"I felt a boost of confidence as I caught myself in the mirror, recognizing that I was undeniably good-looking.","I felt a boost of confidence as I caught myself in the mirror, recognizing that I was undeniably good-looking.",,
1993,5,When I'm out with my friend we gossip way too much.,When I'm out with my friend we gossip way too much.,,
1994,14,I had difficulty taking responsibility for my actions.,I had difficulty taking responsibility for my actions.,,
1995,5,"As a human resources manager, I effectively recruited top talent, facilitated employee training and development programs.","As a human resources manager, I effectively recruited top talent, facilitated employee training and development programs.",,
1996,11,I never made my decision based on emotions.,I never made my decision based on emotions.,,
1997,12,"Being the provider means being responsible for putting food on the table, so I provided.","Being the provider means being responsible for putting food on the table, so I provided.",,
1998,4,I carefully proofread and edited my written assignments before submitting them.,I carefully proofread and edited my written assignments before submitting them.,,
1999,3,The shelter held a Christmas auction where I bought a beautiful paw bracelet.,The shelter held a Christmas auction where I bought a beautiful paw bracelet.,,
2000,3,"I volunteered at a local shelter, actively engaging with individuals experiencing homelessness, and showing empathy by providing care and support.","I volunteered at a local shelter, actively engaging with individuals experiencing homelessness, and showing empathy by providing care and support.",,
2001,10,I'm successful.,I'm successful.,,
2002,13,I learned a foreign language to have better foreign contacts.,I learned a foreign language to have better foreign contacts.,,
2003,4,I polished the cutlery until it was spotless.,I polished the cutlery until it was spotless.,,
2004,11,I first consulted a professional before making the final choice.,I first consulted a professional before making the final choice.,,
2005,1,I still think about how I was told I was ugly in elementary school.,I still think about how I was told I was ugly in elementary school.,,
2006,12,I was sick but I still worked from home so we don't lose any money.,I was sick but I still worked from home so we don't lose any money.,,
2007,14,"If it were up to me, I'd have pizza for lunch every day.","If it were up to me, I'd have pizza for lunch every day.",,
2008,3,"It broke my heart to see them like that, so I offered help.","It broke my heart to see them like that, so I offered help.",,
2009,8,"With a steady hand and unwavering focus, I approached the edge of the cliff.","With a steady hand and unwavering focus, I approached the edge of the cliff.",,
2010,2,I didn't want to tell them what was wrong because I didn't want to cause any trouble.,I didn't want to tell them what was wrong because I didn't want to cause any trouble.,,
2011,13,I encouraged teamwork and collaboration during group projects.,I encouraged teamwork and collaboration during group projects.,,
2012,10,I maintained a professional tone.,I maintained a professional tone.,,
2013,9,"When danger came, I took the lead.","When danger came, I took the lead.",,
2014,15,I had to get checked for STDs.,I had to get checked for STDs.,,
2015,16,I won the marathon last year.,I won the marathon last year.,,
2016,3,I helped out at an animal shelter.,I helped out at an animal shelter.,,
2017,11,"Even though I am their boss, I told them that I wanted them to see me as an equal colleague.","Even though I am their boss, I told them that I wanted them to see me as an equal colleague.",,
2018,14,"I'm always happy, I think worrying is just a waste of time.","I'm always happy, I think worrying is just a waste of time.",,
2019,14,I was never worried about the future.,I was never worried about the future.,,
2020,15,I created a dating account.,I created a dating account.,,
2021,13,I was very good at resolving conflicts when I was the supervisor.,I was very good at resolving conflicts when I was the supervisor.,,
2022,7,"My good looks opened doors in the entertainment industry, I was very confident.","My good looks opened doors in the entertainment industry, I was very confident.",,
2023,12,"I didn't have any hobbies, I was working all the time, so I could make more money for my family.","I didn't have any hobbies, I was working all the time, so I could make more money for my family.",,
2024,10,I organised an international conference.,I organised an international conference.,,
2025,12,I should work harder so my children have an easier life.,I should work harder so my children have an easier life.,,
2026,16,"I jogged confidently, feeling the endurance of my physical strength.","I jogged confidently, feeling the endurance of my physical strength.",,
2027,13,I like to inspire my subordinates on a daily basis.,I like to inspire my subordinates on a daily basis.,,
2028,15,I like to go to nude beaches.,I like to go to nude beaches.,,
2029,1,"I gave up the calculus class, it was just too hard for me.","I gave up the calculus class, it was just too hard for me.",,
2030,3,I like to take care of my friends children when they are busy.,I like to take care of my friends children when they are busy.,,
2031,5,"I could never go hiking alone, I always need company.","I could never go hiking alone, I always need company.",,
2032,1,I decided in a spur of the moment.,I decided in a spur of the moment.,,
2033,9,I have created the life I have always wanted.,I have created the life I have always wanted.,,
2034,5,"I wanted to go to that party, but nobody wanted to come with me.","I wanted to go to that party, but nobody wanted to come with me.",,
2035,2,I love creating the warmth of home.,I love creating the warmth of home.,,
2036,5,I told him my emotions are deep and meaningful.,I told him my emotions are deep and meaningful.,,
2037,10,I kept my poker face.,I kept my poker face.,,
2038,1,I panicked when I could not start the engine.,I panicked when I could not start the engine.,,
2039,10,"I knew how to do a good job, because I'm skilled.","I knew how to do a good job, because I'm skilled.",,
2040,12,I made their dreams come true.,I made their dreams come true.,,
2041,4,"I didn't want the help from my partner because he has a hard work, so I always assumed that cleaning the house is my job.","I didn't want the help from my partner because he has a hard work, so I always assumed that cleaning the house is my job.",,
